INGRESADO,WK IN,N°REF ASLI,EJECUTIVO,SHIPPER,BOOKING,CANT CONT.,CONTENEDOR,WK ETD,NAVIERA,NAVE INICIAL,ESPECIE,T°,CBM,CT,CO2,O2,POL,POD,DEPÓSITO ,ETD,ETA,TT,FLETE,ESTADO,ROLEADA DESDE,INGRESO STACKING,TIPO INGRESO,N° BL ,ESTADO BL/SWB,CONTRATO,MES DE INGRESO,MES DE ZARPE,SEMANA DE ARRIBO,MES DE ARRIBO,FACTURACION,BOOKING PDF,COMENTARIO,OBSERVACION
30-01-2026,5,A0733,RODRIGO CACERES,COPEFRUT,266104812,1,SUDU6290246,7,MAERSK,MAERSK BATUR [606N],MANZANA,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA VAP,12-02-2026,27-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH SAS,1,2,9,2,,,,
30-01-2026,5,A0734,RODRIGO CACERES,COPEFRUT,266104895,1,TLLU1225055,7,MAERSK,MAERSK BATUR [606N],MANZANA,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA VAP,12-02-2026,27-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH SAS,1,2,9,2,,,,
04-02-2026,6,A0001,RICARDO LAZO,FENIX,EBKG15752141,1,TEMU967085-8,7,MSC,MSC JUSTICE VII [GY604R],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,SHANGHAI,MEDLOG STGO,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
04-02-2026,6,A0002,RICARDO LAZO,FENIX,EBKG15752142,1,TRIU856876-7,7,MSC,MSC JUSTICE VII [GY604R],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,SHANGHAI,MEDLOG STGO,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
04-02-2026,6,A0003,RICARDO LAZO,FENIX,EBKG15752209,1,TEMU946260-1,7,MSC,MSC JUSTICE VII [GY604R],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,SHANGHAI,MEDLOG STGO,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
04-02-2026,6,A0004,RODRIGO CACERES,COPEFRUT,266114825,1,MNBU3041012,7,MAERSK,MAERSK BATUR [606N],CIRUELA,-0.5,10,NO,,,VALPARAISO,BALBOA,CONTOPSA VAP,12-02-2026,20-02-2026,8,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,8,2,,,,
04-02-2026,6,A0005,RODRIGO CACERES,COPEFRUT,266115247,1,SUDU6194258,7,MAERSK,MAERSK BATUR [606N],MANZANA,1,10,NO,,,VALPARAISO,BUENAVENTURA,CONTOPSA VAP,12-02-2026,27-02-2026,15,COLLECT,CONFIRMADA,,,NORMAL,,,GREEN AND FRESH SAS,2,2,9,2,,,,
05-02-2026,6,A0006,RICARDO LAZO,FENIX,SCLG03396800,1,ONEU930380-6,7,ONE,MANZANILLO EXPRESS,CIRUELA,-0.5,10,NO,,,VALPARAISO,HONG KONG,SITRANS VAP,13-02-2026,08-03-2026,23,COLLECT,CONFIRMADA,,,NORMAL,,,ASLI,2,2,11,3,,,,
08-01-2026,2,A0007,RODRIGO CACERES,COPEFRUT,266156168,1,MNBU3652351,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0008,RODRIGO CACERES,COPEFRUT,266156410,1,MNBU3462536,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0009,RODRIGO CACERES,COPEFRUT,266156426,1,MNBU0615539,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0010,RODRIGO CACERES,COPEFRUT,266156447,1,MNBU4404730,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0011,RODRIGO CACERES,COPEFRUT,266156472,1,TLLU1224906,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0012,RODRIGO CACERES,COPEFRUT,266156458,1,MNBU0535109,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0013,RODRIGO CACERES,COPEFRUT,266156631,1,MNBU3773559,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0014,RODRIGO CACERES,COPEFRUT,266156685,1,MNBU3032134,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0015,RODRIGO CACERES,COPEFRUT,266156723,1,SUDU8174836,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0016,RODRIGO CACERES,COPEFRUT,266156708,1,SUDU6254439,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0017,RODRIGO CACERES,COPEFRUT,266156845,1,MNBU4470310,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0018,RODRIGO CACERES,COPEFRUT,266156860,1,MNBU3262380,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0019,RODRIGO CACERES,COPEFRUT,266156879,1,SUDU9011047,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0020,RODRIGO CACERES,COPEFRUT,266156896,1,MNBU4010130,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0021,RODRIGO CACERES,COPEFRUT,266156905,1,SUDU6219398,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0022,RODRIGO CACERES,COPEFRUT,266156938,1,SUDU6192105,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,NO,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
08-01-2026,2,A0023,RODRIGO CACERES,COPEFRUT,266156308,1,MNBU4296698,7,MAERSK,CHARLOTTE MAERSK [605W],CIRUELA,-0.5,10,SI,,,SAN ANTONIO,HONG KONG,CONTOPSA SAI,11-02-2026,08-03-2026,25,COLLECT,CONFIRMADA,,,,,,ASLI,1,2,11,3,,,,
